"PC6","neighb_code","n_individuals","age_0_15","age_15_25","age_25_45","age_45_65","age_over65","female","male","Western","Non_Western","Dutch","education_low","education_middle","education_high","n_households","household_avg_size","children","couples_with_children","couples_without_children","singleparents","singles","no_children","neighb_name"
"2545CZ","BU05183284",529,64,57,159,151,98,258,271,106,106,317,169,145,163,292,1.81,117,49,71,25,147,412,"Leyenburg"
"2545DB","BU05183387",52,15,2,21,6,8,26,26,5,33,14,13,9,16,26,2,18,6,2,5,13,34,"Venen, Oorden en Raden"
"2545DD","BU05183396",78,19,6,24,21,8,43,35,9,51,18,24,15,24,38,2.05,24,9,7,6,16,54,"Zijden, Steden en Zichten"
"2545DE","BU05183396",89,19,6,29,17,18,40,49,19,53,17,20,29,22,41,2.17,25,12,11,3,15,64,"Zijden, Steden en Zichten"
"2545DG","BU05183396",67,18,8,22,14,5,30,37,8,40,19,23,12,16,25,2.68,27,12,3,1,9,40,"Zijden, Steden en Zichten"
"2545DH","BU05183396",77,14,9,21,26,7,34,43,11,47,19,25,25,15,33,2.33,23,13,8,1,11,54,"Zijden, Steden en Zichten"
"2545DJ","BU05183396",74,14,6,26,21,7,37,37,10,46,18,22,27,14,37,2,19,12,6,3,16,55,"Zijden, Steden en Zichten"
"2545DK","BU05183396",96,17,17,28,23,11,50,46,18,52,26,27,28,27,46,2.09,29,10,11,7,18,67,"Zijden, Steden en Zichten"
"2545DL","BU05183396",112,25,16,31,25,15,55,57,15,67,30,38,26,27,47,2.38,38,19,8,4,16,74,"Zijden, Steden en Zichten"
"2545DM","BU05183398",101,14,14,30,19,24,53,48,17,61,23,34,28,25,50,2.02,29,11,11,8,20,72,"Dreven en Gaarden"
"2545DN","BU05183396",66,12,8,13,20,13,34,32,7,40,19,22,13,22,31,2.13,21,9,5,2,15,45,"Zijden, Steden en Zichten"
"2545DP","BU05183398",118,26,11,40,20,21,58,60,20,75,23,29,28,38,52,2.27,38,17,11,4,20,80,"Dreven en Gaarden"
"2545DR","BU05183398",42,8,4,18,7,5,24,18,2,32,8,12,11,13,22,1.91,12,4,4,3,11,30,"Dreven en Gaarden"
"2545DS","BU05183398",75,16,8,24,15,12,44,31,8,50,17,24,20,16,33,2.27,25,11,6,3,13,50,"Dreven en Gaarden"
"2545DZ","BU05183398",66,11,6,17,18,14,29,37,7,39,20,20,17,19,34,1.94,18,10,4,1,19,48,"Dreven en Gaarden"
"2545EA","BU05183284",99,12,12,31,29,15,54,45,17,20,62,22,35,31,50,1.98,24,10,15,4,21,75,"Leyenburg"
"2545EB","BU05183284",106,15,11,33,30,17,60,46,18,20,68,32,28,32,59,1.8,26,9,12,5,33,80,"Leyenburg"
"2545EC","BU05183284",78,9,8,21,21,19,43,35,19,20,39,29,24,18,38,2.05,19,9,12,3,14,59,"Leyenburg"
"2545ED","BU05183284",69,14,9,17,18,11,34,35,12,22,35,15,23,20,29,2.38,22,11,7,1,10,47,"Leyenburg"
"2545EE","BU05183284",108,13,16,28,33,18,50,58,18,25,65,31,29,36,56,1.93,30,13,9,5,29,78,"Leyenburg"
"2545EG","BU05183284",84,14,7,29,17,17,38,46,12,16,56,23,26,23,44,1.91,20,10,10,1,23,64,"Leyenburg"
"2545EH","BU05183284",72,5,11,25,16,15,37,35,8,9,55,20,20,25,38,1.89,17,5,12,3,18,55,"Leyenburg"
"2545EJ","BU05183284",121,19,12,40,36,14,62,59,22,23,76,33,40,35,69,1.75,29,9,14,9,37,92,"Leyenburg"
"2545EK","BU05183284",88,12,14,34,14,14,49,39,13,25,50,28,30,18,51,1.73,17,7,13,4,27,71,"Leyenburg"
"2545EM","BU05183284",79,12,12,23,22,10,38,41,16,16,47,19,16,30,41,1.93,22,8,8,4,21,57,"Leyenburg"
"2545EN","BU05183284",106,11,17,34,23,21,51,55,20,22,64,29,34,33,60,1.77,22,8,16,7,29,84,"Leyenburg"
"2545EP","BU05183284",85,13,7,27,21,17,43,42,18,11,56,24,24,25,45,1.89,19,11,10,3,21,66,"Leyenburg"
"2545ER","BU05183284",52,5,6,11,17,13,27,25,9,17,26,18,15,15,32,1.62,8,4,8,1,19,44,"Leyenburg"
"2545ES","BU05183284",91,13,11,26,25,16,49,42,21,16,54,29,26,25,52,1.75,23,7,9,7,29,68,"Leyenburg"
"2545ET","BU05183284",28,6,3,7,10,2,15,13,4,6,18,15,5,3,11,2.55,11,4,2,2,3,17,"Leyenburg"
"2545EV","BU05183284",77,10,9,25,18,15,42,35,15,19,43,22,26,19,41,1.88,19,9,8,2,22,58,"Leyenburg"
"2545EW","BU05183284",89,13,4,26,21,25,42,47,26,14,49,21,26,30,49,1.82,19,8,13,5,23,70,"Leyenburg"
"2545GA","BU05183488",38,6,6,9,13,4,17,21,5,24,9,17,7,9,18,2.11,10,7,3,0,8,28,"Morgenstond-West"
"2545GB","BU05183488",41,9,5,12,10,5,18,23,2,27,12,11,10,11,19,2.16,12,5,5,2,7,29,"Morgenstond-West"
"2545GC","BU05183488",39,6,5,8,12,8,22,17,1,18,20,15,6,12,19,2.05,11,3,6,3,7,28,"Morgenstond-West"
"2545GD","BU05183488",62,14,11,14,19,4,29,33,6,35,21,14,17,16,26,2.38,26,7,3,5,11,36,"Morgenstond-West"
"2545GE","BU05183488",53,6,5,14,20,8,25,28,4,37,12,16,13,19,26,2.04,14,8,5,2,11,39,"Morgenstond-West"
"2545GG","BU05183488",14,0,3,3,4,4,8,6,0,6,8,4,6,4,6,2.33,4,3,1,0,2,10,"Morgenstond-West"
"2545GH","BU05183488",41,6,5,13,12,5,19,22,3,27,11,16,14,7,18,2.28,13,6,4,3,5,28,"Morgenstond-West"
"2545GJ","BU05183488",48,11,4,17,12,4,23,25,5,29,14,13,12,16,20,2.4,16,7,5,2,6,32,"Morgenstond-West"
"2545GK","BU05183488",26,4,2,10,6,4,14,12,2,12,12,2,12,7,13,2,6,3,4,1,5,20,"Morgenstond-West"
"2545GL","BU05183488",39,9,3,8,12,7,21,18,4,21,14,9,13,10,14,2.79,14,6,5,0,3,25,"Morgenstond-West"
"2545GM","BU05183488",113,23,12,36,29,13,55,58,17,60,36,22,42,29,54,2.09,33,11,15,8,20,80,"Morgenstond-West"
"2545GN","BU05183489",38,5,4,14,10,5,20,18,4,19,15,12,10,13,21,1.81,9,3,5,1,12,29,"Morgenstond-Oost"
"2545GP","BU05183489",41,5,4,12,9,11,18,23,8,19,14,18,12,7,27,1.52,9,2,3,4,18,32,"Morgenstond-Oost"
"2545GR","BU05183489",26,3,5,8,6,4,11,15,1,19,6,12,9,3,14,1.86,8,4,0,1,9,18,"Morgenstond-Oost"
"2545GS","BU05183489",24,3,3,10,4,4,15,9,3,17,4,8,3,11,16,1.5,3,2,3,1,10,21,"Morgenstond-Oost"
"2545GT","BU05183489",127,22,11,49,24,21,64,63,18,58,51,37,33,35,71,1.79,31,12,13,6,40,96,"Morgenstond-Oost"
"2545GV","BU05183489",37,10,3,11,13,0,20,17,1,20,16,11,8,11,17,2.18,14,3,3,6,5,23,"Morgenstond-Oost"
"2545GW","BU05183489",47,4,3,19,9,12,26,21,5,18,24,17,14,13,34,1.38,6,2,5,2,25,41,"Morgenstond-Oost"
"2545GX","BU05183489",15,2,0,7,6,0,3,12,1,10,4,7,4,3,9,1.67,3,1,2,0,6,12,"Morgenstond-Oost"
"2545GZ","BU05183489",29,6,3,9,7,4,15,14,3,15,11,11,7,6,13,2.23,9,4,3,1,5,20,"Morgenstond-Oost"
"2545HA","BU05183480",99,24,10,41,23,1,48,51,18,50,31,25,23,31,46,2.15,32,14,7,4,21,67,"Morgenstond-Zuid"
"2545HB","BU05183480",43,6,5,13,12,7,22,21,7,27,9,16,13,11,21,2.05,10,7,5,1,8,33,"Morgenstond-Zuid"
"2545HC","BU05183480",60,14,8,17,20,1,30,30,15,35,10,20,16,14,29,2.07,21,9,1,4,15,39,"Morgenstond-Zuid"
"2545HD","BU05183480",38,6,2,15,12,3,18,20,10,16,12,10,8,14,23,1.65,9,2,4,3,14,29,"Morgenstond-Zuid"
"2545HE","BU05183480",29,7,1,16,3,2,15,14,6,16,7,8,9,6,14,2.07,9,6,0,0,8,20,"Morgenstond-Zuid"
"2545HH","BU05183480",19,2,4,5,7,1,8,11,3,13,3,4,9,4,8,2.38,6,3,2,0,3,13,"Morgenstond-Zuid"
"2545HJ","BU05183480",50,11,4,18,9,8,29,21,5,28,17,17,15,9,24,2.08,14,9,3,2,10,36,"Morgenstond-Zuid"
"2545HK","BU05183480",72,11,7,25,23,6,34,38,15,40,17,13,16,35,41,1.76,16,8,7,3,23,56,"Morgenstond-Zuid"
"2545HL","BU05183480",34,6,1,12,6,9,14,20,7,18,9,3,16,9,18,1.89,6,4,6,0,8,28,"Morgenstond-Zuid"
"2545HM","BU05183480",49,9,7,22,11,0,22,27,13,26,10,17,9,14,23,2.13,14,9,3,0,11,35,"Morgenstond-Zuid"
"2545HN","BU05183480",76,14,7,25,19,11,38,38,15,46,15,27,21,16,36,2.11,22,8,10,4,14,54,"Morgenstond-Zuid"
"2545HP","BU05183480",42,6,9,16,9,2,14,28,5,22,15,17,10,9,22,1.91,13,4,3,2,13,29,"Morgenstond-Zuid"
"2545HR","BU05183480",17,3,1,9,4,0,6,11,1,13,3,6,2,6,11,1.55,3,3,0,0,8,14,"Morgenstond-Zuid"
"2545HS","BU05183480",39,11,3,15,9,1,21,18,10,17,12,9,9,11,17,2.29,16,5,1,4,7,23,"Morgenstond-Zuid"
"2545HT","BU05183480",21,3,2,10,5,1,11,10,4,9,8,8,6,4,11,1.91,6,2,2,0,7,15,"Morgenstond-Zuid"
"2545HV","BU05183480",37,13,1,16,3,4,17,20,10,19,8,10,2,14,16,2.31,15,5,1,3,7,22,"Morgenstond-Zuid"
"2545HW","BU05183480",23,0,4,5,4,10,11,12,3,11,9,8,8,7,16,1.44,2,1,4,0,11,21,"Morgenstond-Zuid"
"2545JA","BU05183489",36,5,9,8,12,2,17,19,3,19,14,13,7,12,18,2,13,4,1,2,11,23,"Morgenstond-Oost"
"2545JB","BU05183489",15,2,1,2,6,4,9,6,4,5,6,3,6,4,11,1.36,2,1,1,0,9,13,"Morgenstond-Oost"
"2545JC","BU05183489",29,4,3,9,9,4,14,15,5,16,8,8,8,8,14,2.07,7,3,5,1,5,22,"Morgenstond-Oost"
"2545JD","BU05183489",44,8,4,19,11,2,22,22,8,24,12,15,10,13,24,1.83,10,6,4,1,13,34,"Morgenstond-Oost"
"2545JE","BU05183489",28,6,4,11,6,1,12,16,2,15,11,9,6,8,11,2.55,12,5,0,2,4,16,"Morgenstond-Oost"
"2545JG","BU05183488",24,6,1,7,6,4,14,10,2,15,7,6,8,6,11,2.18,8,1,4,3,3,16,"Morgenstond-West"
"2545JH","BU05183488",52,11,6,13,13,9,26,26,5,33,14,14,11,15,22,2.36,17,6,7,1,8,35,"Morgenstond-West"
"2545JJ","BU05183488",61,20,5,19,13,4,36,25,8,40,13,17,14,14,20,3.05,30,8,3,7,2,31,"Morgenstond-West"
"2545JK","BU05183488",63,19,11,19,9,5,32,31,6,40,17,18,15,13,26,2.42,26,8,3,9,6,37,"Morgenstond-West"
"2545JL","BU05183488",75,20,7,23,21,4,37,38,9,44,22,20,16,20,34,2.21,27,9,5,6,14,48,"Morgenstond-West"
"2545JM","BU05183488",47,14,2,18,9,4,26,21,6,28,13,12,8,13,21,2.24,15,6,5,2,8,32,"Morgenstond-West"
"2545JN","BU05183488",14,0,1,6,4,3,8,6,0,10,4,6,6,2,11,1.27,0,0,3,0,8,14,"Morgenstond-West"
"2545JP","BU05183489",43,5,8,14,11,5,17,26,5,21,17,9,16,13,26,1.65,9,4,4,1,17,34,"Morgenstond-Oost"
"2545JR","BU05183489",49,13,1,21,7,7,21,28,4,28,17,10,17,10,24,2.04,14,7,4,1,12,35,"Morgenstond-Oost"
"2545JS","BU05183489",17,1,3,5,6,2,9,8,0,10,7,6,4,6,9,1.89,3,2,3,0,4,14,"Morgenstond-Oost"
"2545JT","BU05183489",40,7,5,15,9,4,22,18,4,21,15,9,11,13,20,2,12,5,3,3,9,28,"Morgenstond-Oost"
"2545JV","BU05183488",47,6,5,17,13,6,25,22,6,27,14,19,10,13,25,1.88,10,5,7,2,11,37,"Morgenstond-West"
"2545JW","BU05183488",63,17,6,19,15,6,33,30,11,30,22,18,21,11,24,2.62,23,10,6,2,6,40,"Morgenstond-West"
"2545JX","BU05183488",45,8,2,9,13,13,21,24,2,20,23,11,13,13,24,1.88,9,3,9,1,11,36,"Morgenstond-West"
"2545JZ","BU05183488",64,9,13,27,9,6,32,32,10,39,15,18,14,23,33,1.94,17,8,6,3,16,47,"Morgenstond-West"
"2545KA","BU05183488",38,8,4,14,2,10,17,21,7,17,14,13,11,8,20,1.9,11,3,4,3,10,27,"Morgenstond-West"
"2545KB","BU05183488",72,18,5,31,12,6,32,40,7,39,26,28,18,9,35,2.06,22,11,4,2,18,50,"Morgenstond-West"
"2545KC","BU05183488",50,13,3,19,8,7,27,23,6,29,15,8,12,18,24,2.08,15,7,4,1,12,35,"Morgenstond-West"
"2545KD","BU05183488",39,8,6,8,13,4,22,17,4,19,16,10,14,8,17,2.29,13,4,5,3,5,26,"Morgenstond-West"
"2545KE","BU05183488",30,6,2,12,7,3,16,14,4,16,10,6,11,8,12,2.5,10,5,3,2,2,20,"Morgenstond-West"
"2545KG","BU05183488",57,9,5,23,9,11,28,29,4,33,20,13,15,20,30,1.9,13,8,6,1,15,44,"Morgenstond-West"
"2545KH","BU05183488",81,12,7,37,18,7,36,45,8,46,27,21,21,27,42,1.93,19,10,10,3,19,62,"Morgenstond-West"
"2545KL","BU05183488",7,0,1,3,1,2,4,3,1,3,3,2,2,3,4,1.75,1,1,1,0,2,6,"Morgenstond-West"
"2545KX","BU05183488",47,11,9,12,13,2,22,25,6,31,10,5,15,17,18,2.61,20,8,1,2,7,27,"Morgenstond-West"
"2545KZ","BU05183488",73,19,6,24,15,9,38,35,8,37,28,20,17,22,29,2.52,25,13,6,2,8,48,"Morgenstond-West"
"2545LK","BU05183488",9,1,1,3,1,3,4,5,2,5,2,1,6,2,6,1.5,1,1,1,0,4,8,"Morgenstond-West"
"2545LL","BU05183488",57,15,6,20,9,7,28,29,4,37,16,12,13,19,25,2.28,18,7,7,3,8,39,"Morgenstond-West"
"2545LM","BU05183488",36,3,4,8,15,6,13,23,5,17,14,10,9,13,18,2,9,6,3,0,9,27,"Morgenstond-West"
"2545LN","BU05183488",36,9,3,13,10,1,17,19,5,23,8,12,7,9,16,2.25,12,6,2,0,8,24,"Morgenstond-West"
"2545LP","BU05183488",112,20,17,39,26,10,54,58,12,69,31,28,32,31,54,2.07,34,14,10,4,26,78,"Morgenstond-West"
"2545LR","BU05183488",37,6,2,15,7,7,19,18,4,23,10,10,10,12,24,1.54,6,3,4,1,16,31,"Morgenstond-West"
"2545LS","BU05183488",15,1,2,7,4,1,5,10,2,9,4,4,8,3,10,1.5,2,2,1,0,7,13,"Morgenstond-West"
"2545NA","BU05183489",85,22,3,28,17,15,39,46,11,49,25,29,18,19,42,2.02,27,11,5,5,21,58,"Morgenstond-Oost"
"2545NB","BU05183489",38,6,3,17,7,5,16,22,3,24,11,10,9,15,21,1.81,8,6,3,0,12,30,"Morgenstond-Oost"
"2545NC","BU05183489",44,5,2,20,11,6,18,26,6,19,19,18,6,17,25,1.76,11,5,3,2,15,33,"Morgenstond-Oost"
"2545ND","BU05183489",53,10,6,16,18,3,22,31,7,29,17,14,14,15,29,1.83,15,7,2,2,18,38,"Morgenstond-Oost"
"2545NE","BU05183489",29,2,4,9,6,8,18,11,3,19,7,13,7,8,19,1.53,4,1,5,1,12,25,"Morgenstond-Oost"
"2545NH","BU05183489",50,10,5,20,12,3,20,30,7,25,18,19,11,10,23,2.17,16,8,3,2,10,34,"Morgenstond-Oost"
"2545NJ","BU05183489",46,7,5,12,16,6,24,22,3,25,18,14,13,13,25,1.84,13,5,3,2,15,33,"Morgenstond-Oost"
"2545NK","BU05183489",83,12,7,31,23,10,34,49,11,35,37,27,20,27,43,1.93,22,10,8,1,24,61,"Morgenstond-Oost"
"2545NL","BU05183489",148,29,13,46,45,15,70,78,21,81,46,37,40,45,73,2.03,47,19,9,8,37,101,"Morgenstond-Oost"
"2545NM","BU05183489",37,3,5,9,11,9,17,20,2,15,20,13,11,11,22,1.68,8,1,6,3,12,29,"Morgenstond-Oost"
"2545NN","BU05183489",39,3,5,15,10,6,15,24,5,19,15,16,10,10,24,1.62,6,4,5,1,14,33,"Morgenstond-Oost"
"2545NP","BU05183488",61,12,7,15,17,10,31,30,6,32,23,16,22,13,30,2.03,17,8,6,2,14,44,"Morgenstond-West"
"2545NR","BU05183488",47,9,6,12,11,9,23,24,5,26,16,13,14,13,24,1.96,13,6,4,1,13,34,"Morgenstond-West"
"2545NS","BU05183488",26,4,7,6,5,4,16,10,7,13,6,8,6,8,17,1.53,6,1,2,2,12,20,"Morgenstond-West"
"2545NW","BU05183488",36,7,4,13,10,2,18,18,4,21,11,11,9,7,18,2,10,5,3,1,9,26,"Morgenstond-West"
"2545NX","BU05183488",42,10,3,7,12,10,22,20,5,26,11,10,14,10,22,1.91,12,3,5,4,10,30,"Morgenstond-West"
"2545NZ","BU05183489",114,21,12,39,31,11,57,57,11,62,41,31,37,31,59,1.93,35,12,8,7,32,79,"Morgenstond-Oost"
"2545PA","BU05183489",31,8,0,8,8,7,15,16,6,16,9,12,9,4,16,1.94,9,4,2,0,10,22,"Morgenstond-Oost"
"2545PC","BU05183489",28,3,5,9,7,4,14,14,4,20,4,6,11,9,16,1.75,6,4,2,0,10,22,"Morgenstond-Oost"
"2545PD","BU05183489",4,1,0,2,0,1,2,2,2,1,1,2,0,2,2,2,1,1,0,0,1,3,"Morgenstond-Oost"
"2545PG","BU05183489",35,4,3,11,12,5,19,16,6,22,7,10,4,16,21,1.67,6,5,3,0,13,29,"Morgenstond-Oost"
"2545PH","BU05183489",28,8,1,10,7,2,11,17,8,13,7,8,5,8,13,2.15,9,4,2,1,6,19,"Morgenstond-Oost"
"2545PJ","BU05183489",27,3,2,16,4,2,12,15,3,19,5,6,7,11,17,1.59,5,3,2,1,11,22,"Morgenstond-Oost"
"2545PK","BU05183489",35,9,2,12,7,5,17,18,0,22,13,9,7,12,18,1.94,11,5,1,1,11,24,"Morgenstond-Oost"
"2545PL","BU05183489",29,3,4,5,12,5,14,15,5,15,9,9,12,7,18,1.61,6,3,2,1,12,23,"Morgenstond-Oost"
"2545PM","BU05183489",27,5,3,14,2,3,12,15,3,10,14,6,10,7,15,1.8,7,5,0,0,10,20,"Morgenstond-Oost"
"2545PN","BU05183489",32,4,4,9,11,4,15,17,4,14,14,7,10,10,16,2,8,4,4,1,7,24,"Morgenstond-Oost"
"2545PP","BU05183489",42,9,3,8,16,6,25,17,5,22,15,14,11,11,21,2,11,7,3,1,10,31,"Morgenstond-Oost"
"2545PR","BU05183489",47,8,2,21,10,6,20,27,8,27,12,11,12,17,24,1.96,15,3,5,4,12,32,"Morgenstond-Oost"
"2545PS","BU05183489",25,5,1,10,4,5,10,15,3,12,10,8,9,5,16,1.56,5,1,3,2,10,20,"Morgenstond-Oost"
"2545PT","BU05183489",26,3,1,9,6,7,14,12,2,15,9,4,9,10,19,1.37,3,2,2,1,14,23,"Morgenstond-Oost"
"2545PV","BU05183489",19,4,2,7,4,2,7,12,2,10,7,7,3,6,10,1.9,7,1,1,2,6,12,"Morgenstond-Oost"
"2545RD","BU05183488",245,49,24,86,48,38,119,126,24,136,85,74,65,62,117,2.09,74,26,28,17,46,171,"Morgenstond-West"
"2545RE","BU05183488",5,1,1,2,0,1,2,3,0,4,1,2,2,1,3,1.67,2,0,0,1,2,3,"Morgenstond-West"
"2545RH","BU05183488",47,12,3,19,6,7,28,19,3,31,13,9,16,12,20,2.35,17,6,4,3,7,30,"Morgenstond-West"
"2545RJ","BU05183488",41,9,5,15,10,2,19,22,5,26,10,17,9,7,20,2.05,13,5,3,4,8,28,"Morgenstond-West"
"2545RK","BU05183488",55,12,6,14,13,10,29,26,6,30,19,13,16,16,26,2.12,14,6,9,2,9,41,"Morgenstond-West"
"2545RL","BU05183488",32,9,3,12,6,2,12,20,1,18,13,13,6,5,13,2.46,11,5,3,0,5,21,"Morgenstond-West"
"2545RN","BU05183488",40,12,4,9,4,11,16,24,3,21,16,10,8,9,17,2.35,14,6,3,1,7,26,"Morgenstond-West"
"2545RP","BU05183488",53,9,8,13,19,4,26,27,5,27,21,17,17,12,25,2.12,18,7,3,2,13,35,"Morgenstond-West"
"2545RS","BU05183488",4,1,0,1,0,2,2,2,0,2,2,1,2,0,2,2,1,0,1,1,0,3,"Morgenstond-West"
"2545RW","BU05183488",56,14,5,21,10,6,29,27,6,27,23,18,16,11,24,2.33,22,7,3,4,10,34,"Morgenstond-West"
"2545SL","BU05183488",3,0,0,3,0,0,1,2,0,3,0,0,1,2,2,1.5,0,0,1,0,1,3,"Morgenstond-West"
"2545SP","BU05183488",29,6,1,9,9,4,14,15,2,18,9,8,7,8,16,1.81,6,3,4,0,9,23,"Morgenstond-West"
"2545SR","BU05183488",39,8,3,11,11,6,18,21,5,18,16,11,9,12,20,1.95,9,4,6,1,9,30,"Morgenstond-West"
"2545SV","BU05183488",7,1,1,1,3,1,3,4,1,4,2,4,1,1,3,2.33,2,1,1,0,1,5,"Morgenstond-West"
"2545SW","BU05183488",69,16,6,24,16,7,36,33,4,40,25,19,20,15,33,2.09,21,10,5,3,15,48,"Morgenstond-West"
"2545SX","BU05183488",48,14,4,12,12,6,22,26,7,24,17,12,9,16,17,2.82,21,9,1,2,5,27,"Morgenstond-West"
"2545SZ","BU05183488",20,4,2,6,3,5,9,11,1,10,9,7,5,5,10,2,5,3,2,0,5,15,"Morgenstond-West"
"2545TA","BU05183488",18,1,2,9,3,3,9,9,4,11,3,8,6,3,12,1.5,2,1,3,0,8,16,"Morgenstond-West"
"2545TB","BU05183488",2,0,0,0,1,1,1,1,0,1,1,0,2,0,2,1,0,0,0,0,2,2,"Morgenstond-West"
"2545TC","BU05183488",58,12,9,14,17,6,38,20,1,39,18,20,16,12,28,2.07,21,7,2,5,14,37,"Morgenstond-West"
"2545TD","BU05183488",55,9,11,18,12,5,29,26,11,36,8,18,11,17,26,2.12,17,7,5,3,11,38,"Morgenstond-West"
"2545TE","BU05183488",48,11,5,8,14,10,24,24,4,26,18,16,15,12,23,2.09,16,4,5,5,9,32,"Morgenstond-West"
"2545TH","BU05183488",46,13,4,10,12,7,22,24,4,27,15,11,7,15,19,2.42,18,6,3,3,7,28,"Morgenstond-West"
"2545TK","BU05183488",48,9,6,17,8,8,21,27,9,23,16,15,13,14,25,1.92,13,5,5,2,13,35,"Morgenstond-West"
"2545TM","BU05183488",27,3,5,7,6,6,13,14,1,18,8,5,9,9,12,2.25,7,3,5,1,3,20,"Morgenstond-West"
"2545TP","BU05183488",113,24,12,33,30,14,59,54,9,67,37,39,27,27,54,2.09,35,13,11,9,21,78,"Morgenstond-West"
"2545TR","BU05183488",112,21,17,31,24,19,51,61,7,60,45,34,33,25,54,2.07,37,10,11,8,25,75,"Morgenstond-West"
"2545TS","BU05183488",6,1,0,2,1,2,3,3,1,3,2,1,2,2,4,1.5,1,0,1,1,2,5,"Morgenstond-West"
"2545TT","BU05183488",46,9,3,15,11,8,20,26,6,25,15,14,12,12,23,2,14,6,3,2,12,32,"Morgenstond-West"
"2545TV","BU05183488",78,17,10,19,24,8,37,41,7,43,28,22,26,17,36,2.17,27,9,6,3,18,51,"Morgenstond-West"
"2545TW","BU05183488",11,0,1,3,6,1,4,7,1,7,3,1,5,5,6,1.83,2,1,2,0,3,9,"Morgenstond-West"
"2545VA","BU05183488",59,14,2,22,6,15,30,29,7,33,19,14,12,20,30,1.97,17,4,8,3,15,42,"Morgenstond-West"
"2545VC","BU05183488",18,5,3,5,3,2,10,8,3,6,9,3,2,7,7,2.57,7,2,2,1,2,11,"Morgenstond-West"
"2545VD","BU05183488",44,7,4,18,7,8,19,25,4,27,13,14,14,11,23,1.91,10,5,6,2,10,34,"Morgenstond-West"
"2545VE","BU05183488",55,10,8,18,11,8,27,28,9,28,18,19,14,15,30,1.83,16,7,2,1,20,39,"Morgenstond-West"
"2545VG","BU05183488",38,10,4,16,7,1,24,14,1,19,18,10,8,13,18,2.11,14,6,0,5,7,24,"Morgenstond-West"
"2545VK","BU05183488",49,13,4,13,12,7,23,26,3,31,15,15,12,12,21,2.33,18,7,3,4,7,31,"Morgenstond-West"
"2545VN","BU05183488",33,7,2,14,5,5,14,19,3,15,15,6,10,10,18,1.83,9,1,5,4,8,24,"Morgenstond-West"
"2545VR","BU05183488",16,4,0,8,4,0,9,7,3,8,5,5,4,3,7,2.29,6,2,1,1,3,10,"Morgenstond-West"
"2545VS","BU05183488",54,7,5,13,13,16,33,21,5,26,23,8,24,14,26,2.08,15,6,7,2,11,39,"Morgenstond-West"
"2545VT","BU05183488",8,1,2,1,3,1,5,3,1,6,1,2,1,3,2,4,4,2,0,0,0,4,"Morgenstond-West"
"2545VX","BU05183488",3,0,1,2,0,0,2,1,0,1,2,0,2,1,2,1.5,0,0,1,0,1,3,"Morgenstond-West"
"2545VZ","BU05183488",25,6,2,10,4,3,14,11,3,12,10,9,5,6,15,1.67,6,2,2,2,9,19,"Morgenstond-West"
"2545WB","BU05183488",15,3,1,3,4,4,6,9,0,10,5,5,5,3,8,1.88,3,1,3,1,3,12,"Morgenstond-West"
"2545WC","BU05183488",37,3,5,10,9,10,18,19,3,22,12,9,8,16,19,1.95,5,4,9,0,6,32,"Morgenstond-West"
"2545WD","BU05183488",14,2,0,4,6,2,8,6,0,7,7,6,0,6,9,1.56,2,1,2,1,5,12,"Morgenstond-West"
"2545WE","BU05183488",49,12,8,11,14,4,30,19,10,19,20,18,11,12,18,2.72,20,9,2,2,5,29,"Morgenstond-West"
"2545WG","BU05183488",95,11,15,27,28,14,48,47,7,53,35,35,23,29,56,1.7,20,10,9,3,34,75,"Morgenstond-West"
"2545WH","BU05183488",43,11,4,12,10,6,26,17,7,26,10,16,8,9,21,2.05,15,4,3,4,10,28,"Morgenstond-West"
"2545WJ","BU05183488",66,14,4,18,20,10,29,37,7,39,20,18,17,17,31,2.13,20,7,8,2,14,46,"Morgenstond-West"
"2545WK","BU05183488",95,13,11,22,31,18,52,43,9,56,30,28,31,23,47,2.02,26,13,9,7,18,69,"Morgenstond-West"
"2545WL","BU05183488",53,14,5,17,15,2,24,29,4,34,15,13,13,15,27,1.96,16,8,2,2,15,37,"Morgenstond-West"
"2545WN","BU05183488",37,9,2,14,11,1,16,21,5,22,10,7,9,13,14,2.64,12,7,4,0,3,25,"Morgenstond-West"
"2545XA","BU05183488",108,20,10,32,31,15,57,51,17,50,41,33,24,33,54,2,31,14,9,7,24,77,"Morgenstond-West"
"2545XC","BU05183488",16,1,3,1,4,7,8,8,3,7,6,8,5,0,7,2.29,3,2,4,0,1,13,"Morgenstond-West"
"2545XD","BU05183488",27,7,2,9,6,3,16,11,2,19,6,6,8,8,14,1.93,7,2,4,1,7,20,"Morgenstond-West"
"2545XN","BU05183488",11,1,2,6,1,1,6,5,0,7,4,5,0,5,7,1.57,2,1,1,0,5,9,"Morgenstond-West"
"2545XP","BU05183488",46,12,5,13,11,5,24,22,5,33,8,10,15,14,23,2,14,5,4,4,10,32,"Morgenstond-West"
"2545XR","BU05183488",2,0,0,0,0,2,2,0,1,1,0,1,0,1,2,1,0,0,0,0,2,2,"Morgenstond-West"
"2545XT","BU05183488",30,7,0,8,10,5,16,14,3,17,10,6,10,8,15,2,8,3,4,1,7,22,"Morgenstond-West"
"2545XV","BU05183488",51,10,4,18,10,9,27,24,2,29,20,18,15,9,25,2.04,13,6,7,1,11,38,"Morgenstond-West"
