"","agent_ID","age_group","neighb_code","age"
"53609","Agent_53609","age_25_45","BU05183488",43
"69796","Agent_69796","age_25_45","BU05183638",25
"7439","Agent_7439","age_25_45","BU05183284",26
"62262","Agent_62262","age_45_65","BU05183489",64
"4914","Agent_4914","age_25_45","BU05183284",42
"68724","Agent_68724","age_15_25","BU05183638",21
"73871","Agent_73871","age_over65","BU05183638",98
"2796","Agent_2796","age_15_25","BU05183284",23
"75552","Agent_75552","age_15_25","BU05183639",15
"16884","Agent_16884","age_0_15","BU05183387",10
"15029","Agent_15029","age_over65","BU05183284",86
"67151","Agent_67151","age_0_15","BU05183638",9
"70429","Agent_70429","age_25_45","BU05183638",34
"16562","Agent_16562","age_0_15","BU05183387",6
"35645","Agent_35645","age_25_45","BU05183398",32
"70998","Agent_70998","age_25_45","BU05183638",29
"21163","Agent_21163","age_45_65","BU05183387",46
"2669","Agent_2669","age_15_25","BU05183284",21
"679","Agent_679","age_0_15","BU05183284",4
"56938","Agent_56938","age_over65","BU05183488",66
"43655","Agent_43655","age_over65","BU05183399",69
"68609","Agent_68609","age_15_25","BU05183638",20
"53656","Agent_53656","age_25_45","BU05183488",30
"69238","Agent_69238","age_25_45","BU05183638",44
"22608","Agent_22608","age_45_65","BU05183387",59
"25965","Agent_25965","age_15_25","BU05183396",24
"62726","Agent_62726","age_over65","BU05183489",65
"46172","Agent_46172","age_25_45","BU05183480",31
"43389","Agent_43389","age_45_65","BU05183399",47
"66759","Agent_66759","age_over65","BU05183620",74
"66870","Agent_66870","age_0_15","BU05183638",10
"2280","Agent_2280","age_15_25","BU05183284",16
"47588","Agent_47588","age_25_45","BU05183480",41
"23665","Agent_23665","age_over65","BU05183387",78
"24427","Agent_24427","age_0_15","BU05183396",14
"37013","Agent_37013","age_25_45","BU05183398",38
"55127","Agent_55127","age_45_65","BU05183488",55
"3453","Agent_3453","age_15_25","BU05183284",19
"10098","Agent_10098","age_45_65","BU05183284",58
"12080","Agent_12080","age_45_65","BU05183284",53
"64841","Agent_64841","age_25_45","BU05183620",40
"1497","Agent_1497","age_0_15","BU05183284",12
"29383","Agent_29383","age_45_65","BU05183396",59
"68305","Agent_68305","age_15_25","BU05183638",22
"3749","Agent_3749","age_15_25","BU05183284",24
"58689","Agent_58689","age_0_15","BU05183489",7
"59204","Agent_59204","age_15_25","BU05183489",18
"36425","Agent_36425","age_25_45","BU05183398",28
"37628","Agent_37628","age_25_45","BU05183398",28
"49943","Agent_49943","age_over65","BU05183480",77
"9016","Agent_9016","age_45_65","BU05183284",61
"14509","Agent_14509","age_over65","BU05183284",68
"75942","Agent_75942","age_25_45","BU05183639",27
"31349","Agent_31349","age_over65","BU05183396",71
"23593","Agent_23593","age_over65","BU05183387",84
"48129","Agent_48129","age_25_45","BU05183480",31
"3093","Agent_3093","age_15_25","BU05183284",22
"67703","Agent_67703","age_0_15","BU05183638",6
"59856","Agent_59856","age_25_45","BU05183489",31
"8685","Agent_8685","age_45_65","BU05183284",63
"35729","Agent_35729","age_25_45","BU05183398",27
"35690","Agent_35690","age_25_45","BU05183398",40
"8526","Agent_8526","age_45_65","BU05183284",64
"76501","Agent_76501","age_25_45","BU05183639",39
"72346","Agent_72346","age_45_65","BU05183638",48
"37173","Agent_37173","age_25_45","BU05183398",44
"23159","Agent_23159","age_over65","BU05183387",69
"19182","Agent_19182","age_25_45","BU05183387",30
"53789","Agent_53789","age_25_45","BU05183488",39
"75289","Agent_75289","age_15_25","BU05183639",20
"41874","Agent_41874","age_over65","BU05183398",67
"28892","Agent_28892","age_45_65","BU05183396",64
"54847","Agent_54847","age_25_45","BU05183488",40
"44854","Agent_44854","age_0_15","BU05183480",6
"246","Agent_246","age_0_15","BU05183284",8
"12511","Agent_12511","age_over65","BU05183284",66
"38965","Agent_38965","age_45_65","BU05183398",51
"40964","Agent_40964","age_over65","BU05183398",80
"64178","Agent_64178","age_0_15","BU05183620",1
"71744","Agent_71744","age_45_65","BU05183638",50
"34328","Agent_34328","age_15_25","BU05183398",18
"9697","Agent_9697","age_45_65","BU05183284",50
"64494","Agent_64494","age_15_25","BU05183620",17
"67383","Agent_67383","age_0_15","BU05183638",10
"54377","Agent_54377","age_25_45","BU05183488",37
"6922","Agent_6922","age_25_45","BU05183284",27
"22029","Agent_22029","age_45_65","BU05183387",54
"44327","Agent_44327","age_0_15","BU05183480",10
"73195","Agent_73195","age_over65","BU05183638",71
"44682","Agent_44682","age_0_15","BU05183480",10
"18632","Agent_18632","age_25_45","BU05183387",43
"10873","Agent_10873","age_45_65","BU05183284",61
"25525","Agent_25525","age_15_25","BU05183396",15
"40328","Agent_40328","age_45_65","BU05183398",55
"18697","Agent_18697","age_25_45","BU05183387",26
"41059","Agent_41059","age_over65","BU05183398",67
"5829","Agent_5829","age_25_45","BU05183284",42
"76215","Agent_76215","age_25_45","BU05183639",44
"1271","Agent_1271","age_0_15","BU05183284",10
"34297","Agent_34297","age_15_25","BU05183398",15
"22537","Agent_22537","age_45_65","BU05183387",45
"18971","Agent_18971","age_25_45","BU05183387",43
"26639","Agent_26639","age_25_45","BU05183396",37
"21169","Agent_21169","age_45_65","BU05183387",47
"73019","Agent_73019","age_45_65","BU05183638",50
"51622","Agent_51622","age_0_15","BU05183488",7
"884","Agent_884","age_0_15","BU05183284",2
"60643","Agent_60643","age_25_45","BU05183489",42
"77444","Agent_77444","age_45_65","BU05183639",58
"61316","Agent_61316","age_45_65","BU05183489",50
"54019","Agent_54019","age_25_45","BU05183488",28
"562","Agent_562","age_0_15","BU05183284",1
"21978","Agent_21978","age_45_65","BU05183387",58
"47761","Agent_47761","age_25_45","BU05183480",25
"37948","Agent_37948","age_25_45","BU05183398",25
"29175","Agent_29175","age_45_65","BU05183396",56
"20595","Agent_20595","age_25_45","BU05183387",41
"8882","Agent_8882","age_45_65","BU05183284",45
"50194","Agent_50194","age_over65","BU05183480",80
"68147","Agent_68147","age_0_15","BU05183638",14
"15649","Agent_15649","age_0_15","BU05183387",5
"63193","Agent_63193","age_over65","BU05183489",74
"61941","Agent_61941","age_45_65","BU05183489",50
"22993","Agent_22993","age_over65","BU05183387",68
"10375","Agent_10375","age_45_65","BU05183284",45
"69187","Agent_69187","age_25_45","BU05183638",44
"47579","Agent_47579","age_25_45","BU05183480",30
"19463","Agent_19463","age_25_45","BU05183387",32
"9787","Agent_9787","age_45_65","BU05183284",59
"47818","Agent_47818","age_25_45","BU05183480",31
"76503","Agent_76503","age_25_45","BU05183639",37
"56159","Agent_56159","age_45_65","BU05183488",54
"3200","Agent_3200","age_15_25","BU05183284",20
"39306","Agent_39306","age_45_65","BU05183398",58
"51325","Agent_51325","age_0_15","BU05183488",5
"501","Agent_501","age_0_15","BU05183284",9
"50317","Agent_50317","age_0_15","BU05183488",8
"20965","Agent_20965","age_45_65","BU05183387",52
"12443","Agent_12443","age_over65","BU05183284",70
"22790","Agent_22790","age_over65","BU05183387",71
"69732","Agent_69732","age_25_45","BU05183638",32
"1390","Agent_1390","age_0_15","BU05183284",12
"67419","Agent_67419","age_0_15","BU05183638",9
"5332","Agent_5332","age_25_45","BU05183284",26
"39413","Agent_39413","age_45_65","BU05183398",55
"28857","Agent_28857","age_45_65","BU05183396",50
"58944","Agent_58944","age_15_25","BU05183489",19
"33639","Agent_33639","age_0_15","BU05183398",9
"53174","Agent_53174","age_25_45","BU05183488",30
"52643","Agent_52643","age_25_45","BU05183488",35
"65","Agent_65","age_0_15","BU05183284",9
"50538","Agent_50538","age_0_15","BU05183488",14
"46909","Agent_46909","age_25_45","BU05183480",41
"31059","Agent_31059","age_over65","BU05183396",78
"59964","Agent_59964","age_25_45","BU05183489",42
"55640","Agent_55640","age_45_65","BU05183488",47
"50094","Agent_50094","age_over65","BU05183480",69
"67573","Agent_67573","age_0_15","BU05183638",11
"63789","Agent_63789","age_0_15","BU05183620",1
"63000","Agent_63000","age_over65","BU05183489",69
"45994","Agent_45994","age_25_45","BU05183480",39
"48778","Agent_48778","age_45_65","BU05183480",54
"28583","Agent_28583","age_25_45","BU05183396",40
"27462","Agent_27462","age_25_45","BU05183396",40
"69653","Agent_69653","age_25_45","BU05183638",42
"21480","Agent_21480","age_45_65","BU05183387",50
"67625","Agent_67625","age_0_15","BU05183638",5
"23812","Agent_23812","age_0_15","BU05183396",3
"26572","Agent_26572","age_25_45","BU05183396",33
"35278","Agent_35278","age_15_25","BU05183398",20
"53914","Agent_53914","age_25_45","BU05183488",44
"5001","Agent_5001","age_25_45","BU05183284",27
"25777","Agent_25777","age_15_25","BU05183396",15
"57750","Agent_57750","age_over65","BU05183488",71
"5069","Agent_5069","age_25_45","BU05183284",28
"1650","Agent_1650","age_0_15","BU05183284",6
"65471","Agent_65471","age_25_45","BU05183620",25
"16833","Agent_16833","age_0_15","BU05183387",12
"65355","Agent_65355","age_25_45","BU05183620",40
"9612","Agent_9612","age_45_65","BU05183284",57
"47197","Agent_47197","age_25_45","BU05183480",43
"68372","Agent_68372","age_15_25","BU05183638",22
"50783","Agent_50783","age_0_15","BU05183488",10
"38728","Agent_38728","age_45_65","BU05183398",45
"54195","Agent_54195","age_25_45","BU05183488",34
"14389","Agent_14389","age_over65","BU05183284",66
"42158","Agent_42158","age_over65","BU05183398",72
"38721","Agent_38721","age_45_65","BU05183398",63
"77339","Agent_77339","age_25_45","BU05183639",31
"12707","Agent_12707","age_over65","BU05183284",70
"44994","Agent_44994","age_0_15","BU05183480",1
"11499","Agent_11499","age_45_65","BU05183284",57
"33166","Agent_33166","age_0_15","BU05183398",4
"58172","Agent_58172","age_0_15","BU05183489",14
"27356","Agent_27356","age_25_45","BU05183396",29
"34590","Agent_34590","age_15_25","BU05183398",16
"22709","Agent_22709","age_over65","BU05183387",72
"67447","Agent_67447","age_0_15","BU05183638",11
"74544","Agent_74544","age_0_15","BU05183639",7
"27905","Agent_27905","age_25_45","BU05183396",40
"39644","Agent_39644","age_45_65","BU05183398",54
"54153","Agent_54153","age_25_45","BU05183488",40
"59611","Agent_59611","age_25_45","BU05183489",32
"23123","Agent_23123","age_over65","BU05183387",66
"37932","Agent_37932","age_25_45","BU05183398",29
"43678","Agent_43678","age_over65","BU05183399",71
"46892","Agent_46892","age_25_45","BU05183480",42
"68835","Agent_68835","age_15_25","BU05183638",20
"43923","Agent_43923","age_over65","BU05183399",69
"48380","Agent_48380","age_45_65","BU05183480",54
"6939","Agent_6939","age_25_45","BU05183284",25
"5293","Agent_5293","age_25_45","BU05183284",39
"15200","Agent_15200","age_0_15","BU05183387",4
"37629","Agent_37629","age_25_45","BU05183398",41
"24511","Agent_24511","age_0_15","BU05183396",6
"71860","Agent_71860","age_45_65","BU05183638",45
"46186","Agent_46186","age_25_45","BU05183480",31
"75578","Agent_75578","age_15_25","BU05183639",18
"29728","Agent_29728","age_45_65","BU05183396",47
"54374","Agent_54374","age_25_45","BU05183488",43
"75400","Agent_75400","age_15_25","BU05183639",21
"56188","Agent_56188","age_45_65","BU05183488",47
"21226","Agent_21226","age_45_65","BU05183387",49
"25533","Agent_25533","age_15_25","BU05183396",23
"52577","Agent_52577","age_15_25","BU05183488",21
"46761","Agent_46761","age_25_45","BU05183480",32
"52945","Agent_52945","age_25_45","BU05183488",34
"54802","Agent_54802","age_25_45","BU05183488",36
"71111","Agent_71111","age_25_45","BU05183638",40
"12158","Agent_12158","age_45_65","BU05183284",61
"5572","Agent_5572","age_25_45","BU05183284",41
"54734","Agent_54734","age_25_45","BU05183488",25
"34259","Agent_34259","age_15_25","BU05183398",18
"37928","Agent_37928","age_25_45","BU05183398",32
"55274","Agent_55274","age_45_65","BU05183488",52
"7742","Agent_7742","age_25_45","BU05183284",44
"36096","Agent_36096","age_25_45","BU05183398",35
"22831","Agent_22831","age_over65","BU05183387",71
"6354","Agent_6354","age_25_45","BU05183284",36
"31827","Agent_31827","age_0_15","BU05183398",14
"15295","Agent_15295","age_0_15","BU05183387",2
"61998","Agent_61998","age_45_65","BU05183489",49
"43736","Agent_43736","age_over65","BU05183399",75
"71756","Agent_71756","age_45_65","BU05183638",50
"24685","Agent_24685","age_0_15","BU05183396",13
"26873","Agent_26873","age_25_45","BU05183396",36
"70237","Agent_70237","age_25_45","BU05183638",44
"19816","Agent_19816","age_25_45","BU05183387",27
"54808","Agent_54808","age_25_45","BU05183488",41
"59277","Agent_59277","age_15_25","BU05183489",15
"3325","Agent_3325","age_15_25","BU05183284",15
"76799","Agent_76799","age_25_45","BU05183639",38
"63079","Agent_63079","age_over65","BU05183489",78
"44317","Agent_44317","age_0_15","BU05183480",4
"4508","Agent_4508","age_25_45","BU05183284",30
"58455","Agent_58455","age_0_15","BU05183489",9
"55882","Agent_55882","age_45_65","BU05183488",53
"38639","Agent_38639","age_45_65","BU05183398",58
"74080","Agent_74080","age_0_15","BU05183639",6
"30334","Agent_30334","age_45_65","BU05183396",47
"56720","Agent_56720","age_45_65","BU05183488",51
"59525","Agent_59525","age_25_45","BU05183489",43
"54775","Agent_54775","age_25_45","BU05183488",37
"3676","Agent_3676","age_15_25","BU05183284",17
"18398","Agent_18398","age_25_45","BU05183387",43
"45406","Agent_45406","age_15_25","BU05183480",24
"3276","Agent_3276","age_15_25","BU05183284",24
"63270","Agent_63270","age_over65","BU05183489",68
"66748","Agent_66748","age_over65","BU05183620",70
"34099","Agent_34099","age_15_25","BU05183398",21
"31491","Agent_31491","age_over65","BU05183396",70
"20996","Agent_20996","age_45_65","BU05183387",49
"41726","Agent_41726","age_over65","BU05183398",68
"39912","Agent_39912","age_45_65","BU05183398",50
"8926","Agent_8926","age_45_65","BU05183284",59
"20947","Agent_20947","age_45_65","BU05183387",63
"48862","Agent_48862","age_45_65","BU05183480",59
"44397","Agent_44397","age_0_15","BU05183480",11
"67480","Agent_67480","age_0_15","BU05183638",2
"44434","Agent_44434","age_0_15","BU05183480",8
"16077","Agent_16077","age_0_15","BU05183387",4
"14642","Agent_14642","age_over65","BU05183284",82
"31612","Agent_31612","age_over65","BU05183396",70
"59358","Agent_59358","age_25_45","BU05183489",32
"78585","Agent_78585","age_over65","BU05183639",70
"10103","Agent_10103","age_45_65","BU05183284",46
"65412","Agent_65412","age_25_45","BU05183620",38
"22982","Agent_22982","age_over65","BU05183387",79
"37142","Agent_37142","age_25_45","BU05183398",37
"72585","Agent_72585","age_45_65","BU05183638",50
"3940","Agent_3940","age_25_45","BU05183284",38
"51338","Agent_51338","age_0_15","BU05183488",3
"22112","Agent_22112","age_45_65","BU05183387",52
"38981","Agent_38981","age_45_65","BU05183398",59
"19212","Agent_19212","age_25_45","BU05183387",40
"56293","Agent_56293","age_45_65","BU05183488",60
"57394","Agent_57394","age_over65","BU05183488",66
"13295","Agent_13295","age_over65","BU05183284",68
"15496","Agent_15496","age_0_15","BU05183387",12
"1443","Agent_1443","age_0_15","BU05183284",9
"59678","Agent_59678","age_25_45","BU05183489",31
"1667","Agent_1667","age_0_15","BU05183284",10
"73797","Agent_73797","age_over65","BU05183638",75
"37183","Agent_37183","age_25_45","BU05183398",34
"25823","Agent_25823","age_15_25","BU05183396",24
"16568","Agent_16568","age_0_15","BU05183387",1
"65069","Agent_65069","age_25_45","BU05183620",39
"2065","Agent_2065","age_0_15","BU05183284",5
"65218","Agent_65218","age_25_45","BU05183620",35
"29029","Agent_29029","age_45_65","BU05183396",55
"62558","Agent_62558","age_45_65","BU05183489",51
"18977","Agent_18977","age_25_45","BU05183387",42
"64825","Agent_64825","age_25_45","BU05183620",37
"58829","Agent_58829","age_15_25","BU05183489",20
"46587","Agent_46587","age_25_45","BU05183480",38
"51349","Agent_51349","age_0_15","BU05183488",8
"52989","Agent_52989","age_25_45","BU05183488",34
"73111","Agent_73111","age_45_65","BU05183638",49
"68996","Agent_68996","age_15_25","BU05183638",19
"62855","Agent_62855","age_over65","BU05183489",70
"14908","Agent_14908","age_over65","BU05183284",76
"40366","Agent_40366","age_45_65","BU05183398",46
"2836","Agent_2836","age_15_25","BU05183284",23
"53659","Agent_53659","age_25_45","BU05183488",44
"11652","Agent_11652","age_45_65","BU05183284",52
"20569","Agent_20569","age_25_45","BU05183387",28
"48331","Agent_48331","age_45_65","BU05183480",54
"5820","Agent_5820","age_25_45","BU05183284",37
"27335","Agent_27335","age_25_45","BU05183396",37
"70016","Agent_70016","age_25_45","BU05183638",25
"45911","Agent_45911","age_15_25","BU05183480",15
"33026","Agent_33026","age_0_15","BU05183398",7
"50765","Agent_50765","age_0_15","BU05183488",5
"22900","Agent_22900","age_over65","BU05183387",81
"66967","Agent_66967","age_0_15","BU05183638",9
"78488","Agent_78488","age_over65","BU05183639",81
"48320","Agent_48320","age_45_65","BU05183480",48
"60499","Agent_60499","age_25_45","BU05183489",37
"66232","Agent_66232","age_45_65","BU05183620",57
"52668","Agent_52668","age_25_45","BU05183488",40
"15435","Agent_15435","age_0_15","BU05183387",12
"68112","Agent_68112","age_0_15","BU05183638",8
"65025","Agent_65025","age_25_45","BU05183620",38
"53500","Agent_53500","age_25_45","BU05183488",27
"6468","Agent_6468","age_25_45","BU05183284",34
"32060","Agent_32060","age_0_15","BU05183398",2
"41092","Agent_41092","age_over65","BU05183398",69
